,mutant_ID,HMR1_v,HMR2_v,HMR3_v,GMR1_v_sca,GMR1_v_g,GMR1_v_e,GMR5_v_ref,HMR1_nv,HMR2_nv,HMR3_nv,GMR1_nv_sca,GMR1_nv_g,GMR1_nv_e,GMR5_nv_ref
105,Num274Line20Vers25,0,0,80,2,1,1,2,195,195,115,193,194,194,193
106,Num106Line13Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
107,Num250Line20Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
108,Num223Line16Vers29,0,0,80,2,1,1,2,195,195,115,193,194,194,193
109,Num177Line15Vers21,0,0,80,2,1,1,2,195,195,115,193,194,194,193
110,Num204Line16Vers10,0,0,80,2,1,1,2,195,195,115,193,194,194,193
111,Num270Line20Vers21,0,0,80,2,1,1,2,195,195,115,193,194,194,193
112,Num299Line21Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
113,Num289Line20Vers40,0,0,80,2,1,1,2,195,195,115,193,194,194,193
114,Num1232Line139Vers17,0,0,80,2,1,1,2,195,195,115,193,194,194,193
115,Num265Line20Vers16,0,0,80,2,1,1,2,195,195,115,193,194,194,193
116,Num114Line13Vers32,0,0,80,2,1,1,2,195,195,115,193,194,194,193
117,Num680Line88Vers10,0,0,80,2,1,1,2,195,195,115,193,194,194,193
118,Num119Line13Vers37,0,0,80,2,1,1,2,195,195,115,193,194,194,193
119,Num277Line20Vers28,0,0,80,2,1,1,2,195,195,115,193,194,194,193
120,Num279Line20Vers30,0,0,80,2,1,1,2,195,195,115,193,194,194,193
121,Num180Line15Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
122,Num227Line16Vers33,0,0,80,2,1,1,2,195,195,115,193,194,194,193
123,Num423Line43Vers9,0,0,80,2,1,1,2,195,195,115,193,194,194,193
124,Num426Line43Vers12,0,0,80,2,1,1,2,195,195,115,193,194,194,193
125,Num89Line13Vers7,0,0,80,2,1,1,2,195,195,115,193,194,194,193
126,Num1129Line122Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
127,Num11Line7Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
128,Num354Line38Vers3,0,0,80,2,1,1,2,195,195,115,193,194,194,193
129,Num110Line13Vers28,0,0,80,2,1,1,2,195,195,115,193,194,194,193
130,Num671Line88Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
131,Num368Line41Vers12,0,0,80,2,1,1,2,195,195,115,193,194,194,193
132,Num241Line19Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
133,Num1390Line153Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
134,Num184Line15Vers28,0,0,80,2,1,1,2,195,195,115,193,194,194,193
135,Num273Line20Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
136,Num675Line88Vers5,0,0,80,2,1,1,2,195,195,115,193,194,194,193
137,Num1112Line120Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
138,Num297Line21Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
139,Num156Line14Vers37,0,0,80,2,1,1,2,195,195,115,193,194,194,193
140,Num26Line8Vers13,0,0,80,2,1,1,2,195,195,115,193,194,194,193
141,Num288Line20Vers39,0,0,80,2,1,1,2,195,195,115,193,194,194,193
142,Num252Line20Vers3,0,0,80,2,1,1,2,195,195,115,193,194,194,193
143,Num249Line19Vers9,0,0,80,2,1,1,2,195,195,115,193,194,194,193
144,Num475Line63Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
145,Num1231Line139Vers16,0,0,80,2,1,1,2,195,195,115,193,194,194,193
146,Num1308Line144Vers7,0,0,80,2,1,1,2,195,195,115,193,194,194,193
147,Num178Line15Vers22,0,0,80,2,1,1,2,195,195,115,193,194,194,193
148,Num104Line13Vers22,0,0,80,2,1,1,2,195,195,115,193,194,194,193
149,Num790Line102Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
150,Num90Line13Vers8,0,0,80,2,1,1,2,195,195,115,193,194,194,193
151,Num148Line14Vers29,0,0,80,2,1,1,2,195,195,115,193,194,194,193
152,Num109Line13Vers27,0,0,80,2,1,1,2,195,195,115,193,194,194,193
153,Num193Line15Vers37,0,0,80,2,1,1,2,195,195,115,193,194,194,193
154,Num112Line13Vers30,0,0,80,2,1,1,2,195,195,115,193,194,194,193
155,Num304Line22Vers3,0,0,80,2,1,1,2,195,195,115,193,194,194,193
156,Num1296Line141Vers8,0,0,80,2,1,1,2,195,195,115,193,194,194,193
157,Num213Line16Vers19,0,0,80,2,1,1,2,195,195,115,193,194,194,193
158,Num609Line85Vers31,0,0,80,2,1,1,2,195,195,115,193,194,194,193
159,Num263Line20Vers14,0,0,80,2,1,1,2,195,195,115,193,194,194,193
160,Num116Line13Vers34,0,0,80,2,1,1,2,195,195,115,193,194,194,193
161,Num128Line14Vers9,0,0,80,2,1,1,2,195,195,115,193,194,194,193
162,Num811Line104Vers12,0,0,80,2,1,1,2,195,195,115,193,194,194,193
163,Num175Line15Vers19,0,0,80,2,1,1,2,195,195,115,193,194,194,193
164,Num398Line42Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
165,Num160Line15Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
166,Num1236Line139Vers21,0,0,80,2,1,1,2,195,195,115,193,194,194,193
167,Num53Line11Vers7,0,0,80,2,1,1,2,195,195,115,193,194,194,193
168,Num293Line20Vers44,0,0,80,2,1,1,2,195,195,115,193,194,194,193
169,Num100Line13Vers18,0,0,80,2,1,1,2,195,195,115,193,194,194,193
170,Num221Line16Vers27,0,0,80,2,1,1,2,195,195,115,193,194,194,193
171,Num1305Line144Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
172,Num378Line41Vers22,0,0,80,2,1,1,2,195,195,115,193,194,194,193
173,Num138Line14Vers19,0,0,80,2,1,1,2,195,195,115,193,194,194,193
174,Num186Line15Vers30,0,0,80,2,1,1,2,195,195,115,193,194,194,193
175,Num217Line16Vers23,0,0,80,2,1,1,2,195,195,115,193,194,194,193
176,Num401Line42Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
177,Num267Line20Vers18,0,0,80,2,1,1,2,195,195,115,193,194,194,193
178,Num1116Line121Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
179,Num418Line43Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
180,Num1292Line141Vers4,0,0,80,2,1,1,2,195,195,115,193,194,194,193
181,Num1166Line133Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
182,Num666Line87Vers13,0,0,80,2,1,1,2,195,195,115,193,194,194,193
183,Num679Line88Vers9,0,0,80,2,1,1,2,195,195,115,193,194,194,193
184,Num154Line14Vers35,0,0,80,2,1,1,2,195,195,115,193,194,194,193
185,Num303Line22Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
186,Num230Line16Vers36,0,0,80,2,1,1,2,195,195,115,193,194,194,193
187,Num511Line73Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
188,Num150Line14Vers31,0,0,80,2,1,1,2,195,195,115,193,194,194,193
189,Num188Line15Vers32,0,0,80,2,1,1,2,195,195,115,193,194,194,193
190,Num278Line20Vers29,0,0,80,2,1,1,2,195,195,115,193,194,194,193
191,Num352Line38Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
192,Num118Line13Vers36,0,0,80,2,1,1,2,195,195,115,193,194,194,193
193,Num75Line11Vers29,0,0,80,2,1,1,2,195,195,115,193,194,194,193
194,Num298Line21Vers3,0,0,80,2,1,1,2,195,195,115,193,194,194,193
195,Num681Line88Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
196,Num351Line37Vers9,0,0,80,2,1,1,2,195,195,115,193,194,194,193
197,Num176Line15Vers20,0,0,80,2,1,1,2,195,195,115,193,194,194,193
198,Num222Line16Vers28,0,0,80,2,1,1,2,195,195,115,193,194,194,193
199,Num107Line13Vers25,0,0,80,2,1,1,2,195,195,115,193,194,194,193
200,Num1302Line144Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
201,Num424Line43Vers10,0,0,80,2,1,1,2,195,195,115,193,194,194,193
202,Num1306Line144Vers5,0,0,80,2,1,1,2,195,195,115,193,194,194,193
203,Num103Line13Vers21,0,0,80,2,1,1,2,195,195,115,193,194,194,193
204,Num1289Line141Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
205,Num182Line15Vers26,0,0,80,2,1,1,2,195,195,115,193,194,194,193
206,Num225Line16Vers31,0,0,80,2,1,1,2,195,195,115,193,194,194,193
207,Num353Line38Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
208,Num1312Line144Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
209,Num166Line15Vers10,0,0,80,2,1,1,2,195,195,115,193,194,194,193
210,Num215Line16Vers21,0,0,80,2,1,1,2,195,195,115,193,194,194,193
211,Num218Line16Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
212,Num127Line14Vers8,0,0,80,2,1,1,2,195,195,115,193,194,194,193
213,Num1303Line144Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
214,Num147Line14Vers28,0,0,80,2,1,1,2,195,195,115,193,194,194,193
215,Num149Line14Vers30,0,0,80,2,1,1,2,195,195,115,193,194,194,193
216,Num1307Line144Vers6,0,0,80,2,1,1,2,195,195,115,193,194,194,193
217,Num12Line7Vers12,0,0,80,2,1,1,2,195,195,115,193,194,194,193
218,Num155Line14Vers36,0,0,80,2,1,1,2,195,195,115,193,194,194,193
219,Num191Line15Vers35,0,0,80,2,1,1,2,195,195,115,193,194,194,193
220,Num151Line14Vers32,0,0,80,2,1,1,2,195,195,115,193,194,194,193
221,Num339Line34Vers11,0,0,80,2,1,1,2,195,195,115,193,194,194,193
222,Num268Line20Vers19,0,0,80,2,1,1,2,195,195,115,193,194,194,193
223,Num83Line13Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
224,Num233Line17Vers1,0,0,80,2,1,1,2,195,195,115,193,194,194,193
225,Num21Line8Vers8,0,0,80,2,1,1,2,195,195,115,193,194,194,193
226,Num137Line14Vers18,0,0,80,2,1,1,2,195,195,115,193,194,194,193
227,Num1300Line143Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
228,Num283Line20Vers34,0,0,80,2,1,1,2,195,195,115,193,194,194,193
229,Num158Line15Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
230,Num61Line11Vers15,0,0,80,2,1,1,2,195,195,115,193,194,194,193
231,Num143Line14Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
232,Num283Line20Vers34,0,0,80,2,1,1,2,195,195,115,193,194,194,193
233,Num158Line15Vers2,0,0,80,2,1,1,2,195,195,115,193,194,194,193
234,Num61Line11Vers15,0,0,80,2,1,1,2,195,195,115,193,194,194,193
235,Num143Line14Vers24,0,0,80,2,1,1,2,195,195,115,193,194,194,193
