,index,mutant_ID,is_output_x_equal_true,is_output_x_equal_false,is_output_x_equal_other,is_output_y_equal_true,is_output_y_equal_false,is_output_y_equal_other,is_int_x_equal_true,is_int_x_equal_false,is_int_x_equal_other,is_int_y_equal_true,is_int_y_equal_false,is_int_y_equal_other
54,89,Num157Line15Vers1,195,0,0,195,0,0,195,0,0,195,0,0
55,90,Num343Line37Vers1,195,0,0,195,0,0,195,0,0,195,0,0
56,92,Num422Line43Vers8,195,0,0,195,0,0,195,0,0,195,0,0
57,94,Num717Line92Vers7,195,0,0,195,0,0,195,0,0,195,0,0
58,95,Num798Line103Vers8,195,0,0,195,0,0,195,0,0,195,0,0
59,96,Num10Line7Vers10,195,0,0,195,0,0,195,0,0,195,0,0
60,101,Num1299Line143Vers1,195,0,0,195,0,0,195,0,0,195,0,0
61,104,Num1311Line144Vers10,195,0,0,195,0,0,195,0,0,195,0,0
62,105,Num185Line15Vers29,195,0,0,195,0,0,195,0,0,195,0,0
63,106,Num146Line14Vers27,195,0,0,195,0,0,195,0,0,195,0,0
64,108,Num1313Line144Vers12,195,0,0,195,0,0,195,0,0,195,0,0
65,111,Num275Line20Vers26,195,0,0,195,0,0,195,0,0,195,0,0
66,114,Num142Line14Vers23,195,0,0,195,0,0,195,0,0,195,0,0
67,115,Num464Line62Vers1,195,0,0,195,0,0,195,0,0,195,0,0
68,117,Num64Line11Vers18,195,0,0,195,0,0,195,0,0,195,0,0
69,119,Num286Line20Vers37,195,0,0,195,0,0,195,0,0,195,0,0
70,120,Num271Line20Vers22,195,0,0,195,0,0,195,0,0,195,0,0
71,124,Num264Line20Vers15,195,0,0,195,0,0,195,0,0,195,0,0
72,126,Num194Line15Vers38,195,0,0,195,0,0,195,0,0,195,0,0
73,129,Num1229Line139Vers14,195,0,0,195,0,0,195,0,0,195,0,0
74,131,Num219Line16Vers25,195,0,0,195,0,0,195,0,0,195,0,0
75,132,Num214Line16Vers20,195,0,0,195,0,0,195,0,0,195,0,0
76,136,Num126Line14Vers7,195,0,0,195,0,0,195,0,0,195,0,0
77,137,Num294Line20Vers45,195,0,0,195,0,0,195,0,0,195,0,0
78,138,Num1242Line139Vers27,195,0,0,195,0,0,195,0,0,195,0,0
79,140,Num1234Line139Vers19,195,0,0,195,0,0,195,0,0,195,0,0
80,141,Num476Line63Vers12,195,0,0,195,0,0,195,0,0,195,0,0
81,145,Num290Line20Vers41,195,0,0,195,0,0,195,0,0,195,0,0
82,146,Num1301Line143Vers3,195,0,0,195,0,0,195,0,0,195,0,0
83,150,Num48Line11Vers2,195,0,0,195,0,0,195,0,0,195,0,0
84,151,Num269Line20Vers20,195,0,0,195,0,0,195,0,0,195,0,0
85,153,Num25Line8Vers12,195,0,0,195,0,0,195,0,0,195,0,0
86,154,Num1130Line122Vers12,195,0,0,195,0,0,195,0,0,195,0,0
87,155,Num251Line20Vers2,195,0,0,195,0,0,195,0,0,195,0,0
88,158,Num367Line41Vers11,195,0,0,195,0,0,195,0,0,195,0,0
89,159,Num86Line13Vers4,195,0,0,195,0,0,195,0,0,195,0,0
90,160,Num13Line7Vers13,195,0,0,195,0,0,195,0,0,195,0,0
91,162,Num350Line37Vers8,195,0,0,195,0,0,195,0,0,195,0,0
92,165,Num295Line20Vers46,195,0,0,195,0,0,195,0,0,195,0,0
93,167,Num189Line15Vers33,195,0,0,195,0,0,195,0,0,195,0,0
94,170,Num291Line20Vers42,195,0,0,195,0,0,195,0,0,195,0,0
95,172,Num895Line113Vers1,195,0,0,195,0,0,195,0,0,195,0,0
96,173,Num70Line11Vers24,195,0,0,195,0,0,195,0,0,195,0,0
97,175,Num1167Line134Vers1,195,0,0,195,0,0,195,0,0,195,0,0
98,176,Num1235Line139Vers20,195,0,0,195,0,0,195,0,0,195,0,0
99,177,Num231Line16Vers37,195,0,0,195,0,0,195,0,0,195,0,0
100,178,Num340Line34Vers12,195,0,0,195,0,0,195,0,0,195,0,0
101,182,Num428Line43Vers14,195,0,0,195,0,0,195,0,0,195,0,0
102,183,Num102Line13Vers20,195,0,0,195,0,0,195,0,0,195,0,0
103,185,Num224Line16Vers30,195,0,0,195,0,0,195,0,0,195,0,0
104,186,Num229Line16Vers35,195,0,0,195,0,0,195,0,0,195,0,0
105,187,Num183Line15Vers27,195,0,0,195,0,0,195,0,0,195,0,0
106,188,Num274Line20Vers25,195,0,0,195,0,0,195,0,0,195,0,0
107,191,Num106Line13Vers24,195,0,0,195,0,0,195,0,0,195,0,0
108,194,Num250Line20Vers1,195,0,0,195,0,0,195,0,0,195,0,0
109,195,Num223Line16Vers29,195,0,0,195,0,0,195,0,0,195,0,0
110,196,Num177Line15Vers21,195,0,0,195,0,0,195,0,0,195,0,0
111,199,Num204Line16Vers10,195,0,0,195,0,0,195,0,0,195,0,0
112,200,Num270Line20Vers21,195,0,0,195,0,0,195,0,0,195,0,0
113,201,Num299Line21Vers4,195,0,0,195,0,0,195,0,0,195,0,0
114,204,Num289Line20Vers40,195,0,0,195,0,0,195,0,0,195,0,0
115,205,Num1232Line139Vers17,195,0,0,195,0,0,195,0,0,195,0,0
116,208,Num265Line20Vers16,195,0,0,195,0,0,195,0,0,195,0,0
117,211,Num114Line13Vers32,195,0,0,195,0,0,195,0,0,195,0,0
118,212,Num680Line88Vers10,195,0,0,195,0,0,195,0,0,195,0,0
119,213,Num119Line13Vers37,195,0,0,195,0,0,195,0,0,195,0,0
120,216,Num277Line20Vers28,195,0,0,195,0,0,195,0,0,195,0,0
121,220,Num279Line20Vers30,195,0,0,195,0,0,195,0,0,195,0,0
122,221,Num180Line15Vers24,195,0,0,195,0,0,195,0,0,195,0,0
123,222,Num227Line16Vers33,195,0,0,195,0,0,195,0,0,195,0,0
124,224,Num423Line43Vers9,195,0,0,195,0,0,195,0,0,195,0,0
125,225,Num426Line43Vers12,195,0,0,195,0,0,195,0,0,195,0,0
126,228,Num89Line13Vers7,195,0,0,195,0,0,195,0,0,195,0,0
127,229,Num1129Line122Vers11,195,0,0,195,0,0,195,0,0,195,0,0
128,233,Num11Line7Vers11,195,0,0,195,0,0,195,0,0,195,0,0
129,237,Num354Line38Vers3,195,0,0,195,0,0,195,0,0,195,0,0
130,239,Num110Line13Vers28,195,0,0,195,0,0,195,0,0,195,0,0
131,241,Num671Line88Vers1,195,0,0,195,0,0,195,0,0,195,0,0
132,242,Num368Line41Vers12,195,0,0,195,0,0,195,0,0,195,0,0
133,243,Num241Line19Vers1,195,0,0,195,0,0,195,0,0,195,0,0
134,244,Num1390Line153Vers1,195,0,0,195,0,0,195,0,0,195,0,0
135,245,Num184Line15Vers28,195,0,0,195,0,0,195,0,0,195,0,0
136,247,Num273Line20Vers24,195,0,0,195,0,0,195,0,0,195,0,0
137,249,Num675Line88Vers5,195,0,0,195,0,0,195,0,0,195,0,0
138,250,Num1112Line120Vers1,195,0,0,195,0,0,195,0,0,195,0,0
139,253,Num297Line21Vers2,195,0,0,195,0,0,195,0,0,195,0,0
140,256,Num156Line14Vers37,195,0,0,195,0,0,195,0,0,195,0,0
141,263,Num26Line8Vers13,195,0,0,195,0,0,195,0,0,195,0,0
142,265,Num288Line20Vers39,195,0,0,195,0,0,195,0,0,195,0,0
143,268,Num252Line20Vers3,195,0,0,195,0,0,195,0,0,195,0,0
144,270,Num249Line19Vers9,195,0,0,195,0,0,195,0,0,195,0,0
145,271,Num475Line63Vers11,195,0,0,195,0,0,195,0,0,195,0,0
146,272,Num1231Line139Vers16,195,0,0,195,0,0,195,0,0,195,0,0
147,273,Num1308Line144Vers7,195,0,0,195,0,0,195,0,0,195,0,0
148,274,Num203Line16Vers9,195,0,0,195,0,0,195,0,0,195,0,0
149,276,Num178Line15Vers22,195,0,0,195,0,0,195,0,0,195,0,0
150,277,Num104Line13Vers22,195,0,0,195,0,0,195,0,0,195,0,0
151,278,Num790Line102Vers1,195,0,0,195,0,0,195,0,0,195,0,0
152,279,Num90Line13Vers8,195,0,0,195,0,0,195,0,0,195,0,0
153,280,Num148Line14Vers29,195,0,0,195,0,0,195,0,0,195,0,0
154,282,Num109Line13Vers27,195,0,0,195,0,0,195,0,0,195,0,0
155,284,Num193Line15Vers37,195,0,0,195,0,0,195,0,0,195,0,0
156,285,Num112Line13Vers30,195,0,0,195,0,0,195,0,0,195,0,0
157,286,Num304Line22Vers3,195,0,0,195,0,0,195,0,0,195,0,0
158,288,Num1296Line141Vers8,195,0,0,195,0,0,195,0,0,195,0,0
159,289,Num213Line16Vers19,195,0,0,195,0,0,195,0,0,195,0,0
160,290,Num609Line85Vers31,195,0,0,195,0,0,195,0,0,195,0,0
161,291,Num263Line20Vers14,195,0,0,195,0,0,195,0,0,195,0,0
162,292,Num116Line13Vers34,195,0,0,195,0,0,195,0,0,195,0,0
163,293,Num128Line14Vers9,195,0,0,195,0,0,195,0,0,195,0,0
164,294,Num811Line104Vers12,195,0,0,195,0,0,195,0,0,195,0,0
165,296,Num175Line15Vers19,195,0,0,195,0,0,195,0,0,195,0,0
166,297,Num398Line42Vers1,195,0,0,195,0,0,195,0,0,195,0,0
167,298,Num160Line15Vers4,195,0,0,195,0,0,195,0,0,195,0,0
168,301,Num1236Line139Vers21,195,0,0,195,0,0,195,0,0,195,0,0
169,304,Num53Line11Vers7,195,0,0,195,0,0,195,0,0,195,0,0
170,305,Num293Line20Vers44,195,0,0,195,0,0,195,0,0,195,0,0
171,306,Num100Line13Vers18,195,0,0,195,0,0,195,0,0,195,0,0
172,307,Num221Line16Vers27,195,0,0,195,0,0,195,0,0,195,0,0
173,309,Num1305Line144Vers4,195,0,0,195,0,0,195,0,0,195,0,0
174,311,Num378Line41Vers22,195,0,0,195,0,0,195,0,0,195,0,0
175,312,Num296Line21Vers1,195,0,0,195,0,0,195,0,0,195,0,0
176,313,Num138Line14Vers19,195,0,0,195,0,0,195,0,0,195,0,0
177,314,Num186Line15Vers30,195,0,0,195,0,0,195,0,0,195,0,0
178,316,Num217Line16Vers23,195,0,0,195,0,0,195,0,0,195,0,0
179,317,Num401Line42Vers4,195,0,0,195,0,0,195,0,0,195,0,0
180,318,Num267Line20Vers18,195,0,0,195,0,0,195,0,0,195,0,0
181,319,Num164Line15Vers8,195,0,0,195,0,0,195,0,0,195,0,0
182,322,Num1116Line121Vers4,195,0,0,195,0,0,195,0,0,195,0,0
183,323,Num418Line43Vers4,195,0,0,195,0,0,195,0,0,195,0,0
184,326,Num1292Line141Vers4,195,0,0,195,0,0,195,0,0,195,0,0
185,328,Num1166Line133Vers1,195,0,0,195,0,0,195,0,0,195,0,0
186,329,Num666Line87Vers13,195,0,0,195,0,0,195,0,0,195,0,0
187,330,Num679Line88Vers9,195,0,0,195,0,0,195,0,0,195,0,0
188,331,Num154Line14Vers35,195,0,0,195,0,0,195,0,0,195,0,0
189,332,Num303Line22Vers2,195,0,0,195,0,0,195,0,0,195,0,0
190,333,Num230Line16Vers36,195,0,0,195,0,0,195,0,0,195,0,0
191,336,Num511Line73Vers1,195,0,0,195,0,0,195,0,0,195,0,0
192,338,Num150Line14Vers31,195,0,0,195,0,0,195,0,0,195,0,0
193,342,Num188Line15Vers32,195,0,0,195,0,0,195,0,0,195,0,0
194,346,Num278Line20Vers29,195,0,0,195,0,0,195,0,0,195,0,0
195,347,Num352Line38Vers1,195,0,0,195,0,0,195,0,0,195,0,0
196,348,Num118Line13Vers36,195,0,0,195,0,0,195,0,0,195,0,0
197,349,Num75Line11Vers29,195,0,0,195,0,0,195,0,0,195,0,0
198,350,Num298Line21Vers3,195,0,0,195,0,0,195,0,0,195,0,0
199,351,Num681Line88Vers11,195,0,0,195,0,0,195,0,0,195,0,0
200,352,Num351Line37Vers9,195,0,0,195,0,0,195,0,0,195,0,0
201,358,Num176Line15Vers20,195,0,0,195,0,0,195,0,0,195,0,0
202,359,Num222Line16Vers28,195,0,0,195,0,0,195,0,0,195,0,0
203,360,Num107Line13Vers25,195,0,0,195,0,0,195,0,0,195,0,0
204,361,Num1302Line144Vers1,195,0,0,195,0,0,195,0,0,195,0,0
205,362,Num424Line43Vers10,195,0,0,195,0,0,195,0,0,195,0,0
206,363,Num1306Line144Vers5,195,0,0,195,0,0,195,0,0,195,0,0
207,364,Num103Line13Vers21,195,0,0,195,0,0,195,0,0,195,0,0
208,366,Num1289Line141Vers1,195,0,0,195,0,0,195,0,0,195,0,0
209,367,Num182Line15Vers26,195,0,0,195,0,0,195,0,0,195,0,0
210,368,Num225Line16Vers31,195,0,0,195,0,0,195,0,0,195,0,0
211,369,Num353Line38Vers2,195,0,0,195,0,0,195,0,0,195,0,0
212,370,Num1312Line144Vers11,195,0,0,195,0,0,195,0,0,195,0,0
213,371,Num166Line15Vers10,195,0,0,195,0,0,195,0,0,195,0,0
214,372,Num215Line16Vers21,195,0,0,195,0,0,195,0,0,195,0,0
215,374,Num218Line16Vers24,195,0,0,195,0,0,195,0,0,195,0,0
216,376,Num127Line14Vers8,195,0,0,195,0,0,195,0,0,195,0,0
217,378,Num1303Line144Vers2,195,0,0,195,0,0,195,0,0,195,0,0
218,379,Num147Line14Vers28,195,0,0,195,0,0,195,0,0,195,0,0
219,380,Num149Line14Vers30,195,0,0,195,0,0,195,0,0,195,0,0
220,382,Num1307Line144Vers6,195,0,0,195,0,0,195,0,0,195,0,0
221,383,Num12Line7Vers12,195,0,0,195,0,0,195,0,0,195,0,0
222,387,Num155Line14Vers36,195,0,0,195,0,0,195,0,0,195,0,0
223,390,Num191Line15Vers35,195,0,0,195,0,0,195,0,0,195,0,0
224,391,Num151Line14Vers32,195,0,0,195,0,0,195,0,0,195,0,0
225,393,Num339Line34Vers11,195,0,0,195,0,0,195,0,0,195,0,0
226,394,Num268Line20Vers19,195,0,0,195,0,0,195,0,0,195,0,0
227,395,Num83Line13Vers1,195,0,0,195,0,0,195,0,0,195,0,0
228,396,Num233Line17Vers1,195,0,0,195,0,0,195,0,0,195,0,0
229,397,Num21Line8Vers8,195,0,0,195,0,0,195,0,0,195,0,0
230,399,Num137Line14Vers18,195,0,0,195,0,0,195,0,0,195,0,0
231,403,Num1300Line143Vers2,195,0,0,195,0,0,195,0,0,195,0,0
232,404,Num283Line20Vers34,195,0,0,195,0,0,195,0,0,195,0,0
233,405,Num158Line15Vers2,195,0,0,195,0,0,195,0,0,195,0,0
234,406,Num61Line11Vers15,195,0,0,195,0,0,195,0,0,195,0,0
235,407,Num143Line14Vers24,195,0,0,195,0,0,195,0,0,195,0,0
